tld,has_rdap,ok_bases,bases,conformance,notes
omega,True,1,https://rdap.nominet.uk/omega/,,https://rdap.nominet.uk/omega/ JSON 404 (no rdapConformance)
one,True,0,https://rdap.nic.one/,,https://rdap.nic.one/ no RDAP JSON detected
ong,True,1,https://rdap.publicinterestregistry.org/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.publicinterestregistry.org/rdap/help OK 200
onl,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
online,True,1,https://rdap.centralnic.com/online/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/online/ OK 200
ooo,True,1,https://rdap.centralnic.com/ooo/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/ooo/ OK 200
open,True,0,https://rdap.nic.open/,,https://rdap.nic.open/ no RDAP JSON detected
oracle,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
orange,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
org,True,1,https://rdap.publicinterestregistry.org/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.publicinterestregistry.org/rdap/help OK 200
organic,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
origins,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
osaka,True,0,https://rdap.nic.osaka/,,https://rdap.nic.osaka/ no RDAP JSON detected
otsuka,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
ott,True,1,https://rdap.mobile-registry.com/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.mobile-registry.com/rdap/ OK 404
ovh,True,1,https://rdap.nic.ovh/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.ovh/ OK 200
pa,False,0,,,No RDAP base in bootstrap
page,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
panasonic,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 429
paris,True,1,https://rdap.nic.paris/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.paris/ OK 200
pars,True,1,https://rdap.nominet.uk/pars/,,https://rdap.nominet.uk/pars/ JSON 404 (no rdapConformance)
partners,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
parts,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
party,True,0,https://rdap.nic.party/,,https://rdap.nic.party/ no RDAP JSON detected
pay,True,1,https://rdap.nominet.uk/pay/,,https://rdap.nominet.uk/pay/ JSON 404 (no rdapConformance)
pccw,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pe,False,0,,,No RDAP base in bootstrap
pet,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pf,False,0,,,No RDAP base in bootstrap
pfizer,True,0,https://rdap.nic.pfizer/,,https://rdap.nic.pfizer/ no RDAP JSON detected
pg,True,1,https://rdap.nic.pg/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.pg/ OK 200
ph,False,0,,,No RDAP base in bootstrap
pharmacy,True,1,https://rdap.nominet.uk/pharmacy/,,https://rdap.nominet.uk/pharmacy/ JSON 404 (no rdapConformance)
phd,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
philips,True,0,https://rdap.nic.philips/,,https://rdap.nic.philips/ no RDAP JSON detected
phone,True,1,https://rdap.mobile-registry.com/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.mobile-registry.com/rdap/ OK 404
photo,True,0,https://rdap.nic.photo/,,https://rdap.nic.photo/ no RDAP JSON detected
photography,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
photos,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
physio,True,0,https://rdap.nic.physio/,,https://rdap.nic.physio/ no RDAP JSON detected
pics,True,1,https://rdap.centralnic.com/pics/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/pics/ OK 200
pictet,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pictures,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pid,True,1,https://rdap.nic.pid/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.nic.pid/rdap/ OK 404
pin,True,0,https://rdap.nominet.uk/pin/,,https://rdap.nominet.uk/pin/ no RDAP JSON detected
ping,True,0,https://rdap.nic.ping/,,https://rdap.nic.ping/ no RDAP JSON detected
pink,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pioneer,True,0,https://rdap.nominet.uk/pioneer/,,https://rdap.nominet.uk/pioneer/ no RDAP JSON detected
pizza,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pk,False,0,,,No RDAP base in bootstrap
pl,True,0,https://rdap.dns.pl/,,https://rdap.dns.pl/ no RDAP JSON detected
place,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
play,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
playstation,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 429
plumbing,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
plus,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pm,True,1,https://rdap.nic.pm/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.pm/ OK 200
pn,True,0,https://rdap.nominet.uk/pn/,,https://rdap.nominet.uk/pn/ no RDAP JSON detected
pnc,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pohl,True,1,https://rdap.centralnic.com/pohl/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/pohl/ OK 200
poker,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
politie,True,1,https://rdap.nic.politie/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1",https://rdap.nic.politie/help OK 200
porn,True,0,https://rdap.nic.porn/,,https://rdap.nic.porn/ no RDAP JSON detected
post,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pr,False,0,,,No RDAP base in bootstrap
praxi,True,0,https://rdap.nic.praxi/,,https://rdap.nic.praxi/ no RDAP JSON detected
press,True,1,https://rdap.centralnic.com/press/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/press/ OK 200
prime,True,0,https://rdap.nominet.uk/prime/,,https://rdap.nominet.uk/prime/ no RDAP JSON detected
pro,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
prod,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
productions,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
prof,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
progressive,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
promo,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
properties,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
property,True,1,https://whois.uniregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://whois.uniregistry.net/rdap/ OK 404
protection,True,1,https://rdap.centralnic.com/protection/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/protection/ OK 200
pru,True,0,https://rdap.nic.pru/,,https://rdap.nic.pru/ no RDAP JSON detected
prudential,True,0,https://rdap.nic.prudential/,,https://rdap.nic.prudential/ no RDAP JSON detected
ps,False,0,,,No RDAP base in bootstrap
pt,False,0,,,No RDAP base in bootstrap
pub,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
pw,True,1,https://rdap.centralnic.com/pw/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/pw/ OK 200
pwc,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
py,False,0,,,No RDAP base in bootstrap
qa,False,0,,,No RDAP base in bootstrap
qpon,True,1,https://rdap.centralnic.com/qpon/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/qpon/ OK 200
quebec,True,1,https://rdap.nic.quebec/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.quebec/help OK 200
quest,True,1,https://rdap.centralnic.com/quest/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/quest/ OK 200
racing,True,0,https://rdap.nic.racing/,,https://rdap.nic.racing/ no RDAP JSON detected
radio,True,1,https://rdap.nic.radio/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.radio/help OK 200
re,True,1,https://rdap.nic.re/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.re/ OK 200
read,True,0,https://rdap.nominet.uk/read/,,https://rdap.nominet.uk/read/ no RDAP JSON detected
realestate,True,0,https://rdap.nominet.uk/realestate/,,https://rdap.nominet.uk/realestate/ no RDAP JSON detected
realtor,True,0,https://rdap.nominet.uk/realtor/,,https://rdap.nominet.uk/realtor/ no RDAP JSON detected
realty,True,1,https://rdap.registry.click/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.registry.click/rdap/ OK 404
recipes,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
red,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
redstone,True,1,https://rdap.zdnsgtld.com/redstone/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.zdnsgtld.com/redstone/ OK 400
redumbrella,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
rehab,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
reise,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
reisen,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
reit,True,1,https://rdap.centralnic.com/reit/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/reit/ OK 200
reliance,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ren,True,1,https://rdap.zdnsgtld.com/ren/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.zdnsgtld.com/ren/ OK 400
rent,True,1,https://rdap.centralnic.com/rent/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/rent/ OK 200
